historical_project_id,project_name,state,district,project_type,land_area,affected_families,final_status,total_duration_days,latitude,longitude,start_date,is_synthetic,seed_version
eef2e424-0470-463e-88fd-b74a98d83f16,LA-TE-HYD-0133,Telangana,Hyderabad,URBAN_DEVELOPMENT,443.7,1895,COMPLETED,1046,17.5262,78.5057,2022-04-27,True,v1.0-synthetic
bb894fbb-8032-4d0a-aa82-9988b79d9137,LA-BI-PAT-0134,Bihar,Patna,RAILWAY,159.5,602,COMPLETED,784,25.5412,84.8436,2022-02-28,True,v1.0-synthetic
161ee60d-d91d-4253-9acd-969b167e0b32,LA-MA-IND-0135,Madhya Pradesh,Indore,RAILWAY,385.1,1709,COMPLETED,995,22.4251,75.5711,2020-08-25,True,v1.0-synthetic
9a99b42f-aacb-4c00-91d3-8f60c76698ed,LA-TE-WAR-0136,Telangana,Warangal,HIGHWAY,45.1,1013,COMPLETED,1300,17.7948,79.8154,2021-07-23,True,v1.0-synthetic
4c7a298a-b57c-465c-88c0-33e3a4031cdd,LA-TE-HYD-0137,Telangana,Hyderabad,URBAN_DEVELOPMENT,187.1,853,COMPLETED,772,17.1871,78.4596,2022-03-10,True,v1.0-synthetic
36c852b2-0f07-4978-a1b5-52e1e650b3d0,LA-MA-NAG-0138,Maharashtra,Nagpur,OTHER,380.0,1800,COMPLETED,869,21.0519,79.0599,2023-02-23,True,v1.0-synthetic
1f2d5399-efc2-4619-85cd-40a513a09091,LA-WE-KOL-0139,West Bengal,Kolkata,DEFENSE,100.2,1553,COMPLETED,657,22.829,88.1661,2023-03-15,True,v1.0-synthetic
2a24ccd7-c9f6-4cf7-bf98-e6b4c9cd8d52,LA-KA-HUB-0140,Karnataka,Hubli-Dharwad,POWER,366.1,216,COMPLETED,783,15.1635,74.9825,2021-04-08,True,v1.0-synthetic
a024956c-5903-46a6-b9f3-25df203bdabe,LA-MA-IND-0141,Madhya Pradesh,Indore,URBAN_DEVELOPMENT,272.5,1588,COMPLETED,1266,22.8313,76.0798,2022-11-18,True,v1.0-synthetic
39fd1cf0-d6be-41e5-b4e3-4961802871a5,LA-WE-KOL-0142,West Bengal,Kolkata,INDUSTRIAL,447.8,15,COMPLETED,244,22.6167,88.5927,2021-12-01,True,v1.0-synthetic
e4af1032-4fd3-42dc-af48-fa745faea270,LA-UT-VAR-0143,Uttar Pradesh,Varanasi,MINING,360.7,1190,COMPLETED,511,25.4748,82.7779,2021-05-20,True,v1.0-synthetic
5ab67541-a89b-43ce-941f-60307f290250,LA-UT-NOI-0144,Uttar Pradesh,Noida,OTHER,77.6,590,COMPLETED,610,28.3887,77.4361,2021-05-01,True,v1.0-synthetic
10b99722-52ae-451b-a75e-264b692e07a7,LA-UT-LUC-0145,Uttar Pradesh,Lucknow,OTHER,40.4,1230,COMPLETED,921,26.7238,81.2462,2021-05-21,True,v1.0-synthetic
0e4ff73f-191c-4d95-8e1a-e18e5fe59eeb,LA-DE-NEW-0146,Delhi,New Delhi,POWER,167.4,965,COMPLETED,1389,28.3501,77.3562,2023-01-11,True,v1.0-synthetic
118c6d8d-d915-4e7a-b012-46f9f55398aa,LA-UT-VAR-0147,Uttar Pradesh,Varanasi,URBAN_DEVELOPMENT,83.4,264,COMPLETED,929,25.453,83.2015,2022-01-15,True,v1.0-synthetic
4f2d120a-8c77-4ba4-ab74-790568316e31,LA-TA-COI-0148,Tamil Nadu,Coimbatore,HIGHWAY,17.7,1981,COMPLETED,550,11.0613,76.7316,2022-09-23,True,v1.0-synthetic
cd99d689-5b61-46fd-9499-e58adc34aed2,LA-GU-VAD-0149,Gujarat,Vadodara,POWER,62.8,384,COMPLETED,1126,22.4226,73.041,2020-09-12,True,v1.0-synthetic
1f53d31e-3b5b-465e-9c3d-8628fd494fac,LA-KE-THI-0150,Kerala,Thiruvananthapuram,POWER,311.3,299,COMPLETED,742,8.5387,76.9255,2023-01-30,True,v1.0-synthetic
5d0913d9-36d3-496b-982a-5147bf969d62,LA-MA-NAS-0151,Maharashtra,Nashik,OTHER,275.0,733,COMPLETED,712,20.0545,73.7566,2020-02-07,True,v1.0-synthetic
ed56049f-31f4-4000-ae54-6b1d46d3afe0,LA-MA-THA-0152,Maharashtra,Thane,MINING,169.3,1144,COMPLETED,910,19.4499,72.7663,2021-08-23,True,v1.0-synthetic
e1dfc712-9ac5-4124-a689-3d85604651ed,LA-UT-LUC-0153,Uttar Pradesh,Lucknow,URBAN_DEVELOPMENT,82.9,1283,COMPLETED,739,26.6269,81.1225,2020-11-04,True,v1.0-synthetic
969aeadc-78b6-486d-a33b-fae03eca4002,LA-TE-HYD-0154,Telangana,Hyderabad,MINING,446.0,1408,COMPLETED,731,17.1948,78.2407,2021-11-20,True,v1.0-synthetic
03f2daf5-f0e8-4124-a783-ec988ffe17c7,LA-TE-WAR-0155,Telangana,Warangal,RAILWAY,184.2,1636,CANCELLED,121,17.726,79.5353,2023-04-03,True,v1.0-synthetic
8b90d58d-4005-4601-a879-d1da6f27a99c,LA-WE-KOL-0156,West Bengal,Kolkata,DEFENSE,443.1,1570,COMPLETED,588,22.6989,88.1558,2020-06-07,True,v1.0-synthetic
fe1d7b6f-d797-4e83-9e78-51356723d810,LA-TA-COI-0157,Tamil Nadu,Coimbatore,HIGHWAY,372.3,262,COMPLETED,755,11.1836,77.0866,2020-05-27,True,v1.0-synthetic
78ba9f72-71d1-412d-9e7c-f592ddbd6801,LA-MA-NAS-0158,Maharashtra,Nashik,DEFENSE,41.0,1543,COMPLETED,651,20.1987,73.5996,2020-02-22,True,v1.0-synthetic
f28a905d-d603-4756-a114-70ba54599e6a,LA-TE-WAR-0159,Telangana,Warangal,HIGHWAY,260.7,1071,COMPLETED,833,17.8513,79.5282,2021-08-31,True,v1.0-synthetic
99843987-c4a6-4cc8-ac66-7ec8c6d6cea5,LA-UT-LUC-0160,Uttar Pradesh,Lucknow,OTHER,19.3,853,COMPLETED,1033,26.6006,81.2144,2020-03-08,True,v1.0-synthetic
46ecfd07-573b-45ac-b7a8-321ca7f29d57,LA-JH-RAN-0161,Jharkhand,Ranchi,HIGHWAY,439.4,216,COMPLETED,956,23.5512,85.2821,2020-12-12,True,v1.0-synthetic
07389e73-e21d-4646-bca4-a1d8b80f327b,LA-KA-HUB-0162,Karnataka,Hubli-Dharwad,DEFENSE,131.9,88,COMPLETED,958,15.221,75.0254,2021-05-21,True,v1.0-synthetic
d45178d9-37ce-43a3-b718-dcca83525e4a,LA-KA-BEN-0163,Karnataka,Bengaluru Urban,HIGHWAY,43.5,854,COMPLETED,1008,12.8984,77.8718,2021-05-15,True,v1.0-synthetic
00bccc39-6479-43c7-a4cf-db4ab1eda337,LA-WE-KOL-0164,West Bengal,Kolkata,OTHER,277.3,249,COMPLETED,1055,22.6484,88.3585,2020-12-14,True,v1.0-synthetic
1c720ec4-17df-4734-a646-67b89209fad2,LA-UT-NOI-0165,Uttar Pradesh,Noida,IRRIGATION,343.2,914,COMPLETED,804,28.6986,77.669,2023-01-18,True,v1.0-synthetic
3ea9e52b-af49-446c-92fa-400ff9d625d5,LA-JH-RAN-0166,Jharkhand,Ranchi,URBAN_DEVELOPMENT,205.3,116,COMPLETED,1313,23.5896,85.4118,2021-04-15,True,v1.0-synthetic
480a94dd-2b74-4eba-8c38-d4cbaa97bd3d,LA-KA-HUB-0167,Karnataka,Hubli-Dharwad,OTHER,242.6,881,COMPLETED,717,15.5315,74.8508,2020-01-28,True,v1.0-synthetic
2d19ab7b-cf14-430f-be27-f8e4f0fcbe99,LA-BI-PAT-0168,Bihar,Patna,POWER,299.0,485,COMPLETED,981,25.5222,84.9155,2022-07-21,True,v1.0-synthetic
97e451f7-a065-4bda-aa7c-5ba5494c31e4,LA-UT-VAR-0169,Uttar Pradesh,Varanasi,HIGHWAY,445.5,1668,COMPLETED,1280,25.4711,82.9347,2020-03-30,True,v1.0-synthetic
df8ecacc-0c6a-4031-b688-ecafd8a29b18,LA-RA-JAI-0170,Rajasthan,Jaipur,RAILWAY,307.4,766,COMPLETED,886,26.6122,75.5085,2020-06-10,True,v1.0-synthetic
6598fc6e-0d7d-47b0-be70-6ec5b780792a,LA-JH-RAN-0171,Jharkhand,Ranchi,POWER,153.2,518,COMPLETED,861,23.4927,85.0124,2022-09-21,True,v1.0-synthetic
0f46ab48-f975-46e0-a0a0-646e09f0e50d,LA-MA-IND-0172,Madhya Pradesh,Indore,URBAN_DEVELOPMENT,107.7,88,COMPLETED,1231,22.7053,76.1015,2020-07-17,True,v1.0-synthetic
0070b782-7188-40ae-8ddf-52788c26bb8e,LA-JH-RAN-0173,Jharkhand,Ranchi,DEFENSE,266.9,818,COMPLETED,897,23.2487,85.3942,2021-06-28,True,v1.0-synthetic
be6504a2-d293-4043-ba41-8a149c5c3fb4,LA-KE-KOC-0174,Kerala,Kochi,URBAN_DEVELOPMENT,366.8,1475,COMPLETED,655,10.0703,76.3769,2023-04-03,True,v1.0-synthetic
ac155490-d15d-42cc-8e50-74c7aedbe828,LA-RA-JAI-0175,Rajasthan,Jaipur,IRRIGATION,456.6,869,COMPLETED,772,26.7261,75.7788,2021-01-15,True,v1.0-synthetic
5d57e6d6-8f15-4bd5-94a3-d9c0ad1dac7b,LA-BI-PAT-0176,Bihar,Patna,OTHER,221.9,169,COMPLETED,954,25.6621,85.1981,2022-01-12,True,v1.0-synthetic
762c78ec-3971-4040-8913-efe28042cfe1,LA-KE-KOC-0177,Kerala,Kochi,POWER,294.2,343,COMPLETED,517,9.7453,76.2173,2021-03-26,True,v1.0-synthetic
5f09b44b-4cde-4911-af6f-a4ab0914fbb4,LA-KA-MYS-0178,Karnataka,Mysuru,INDUSTRIAL,315.8,64,COMPLETED,1227,12.0445,76.6981,2022-02-15,True,v1.0-synthetic
1c22b0d2-d542-4768-92ba-cc1520ebefa6,LA-MA-IND-0179,Madhya Pradesh,Indore,POWER,451.1,1475,COMPLETED,249,22.437,76.0199,2020-03-15,True,v1.0-synthetic
405f63d8-d99a-464a-b5bb-3f4d523c81e4,LA-DE-NEW-0180,Delhi,New Delhi,OTHER,39.2,1041,COMPLETED,869,28.7157,76.9348,2022-12-19,True,v1.0-synthetic
ba3e3da8-cb8d-4e02-ae0e-22526ca13197,LA-GU-AHM-0181,Gujarat,Ahmedabad,DEFENSE,382.4,1824,CANCELLED,890,22.826,72.8372,2021-08-09,True,v1.0-synthetic
1edad9d1-e186-40f9-b85b-99680e01432a,LA-RA-JOD-0182,Rajasthan,Jodhpur,INDUSTRIAL,446.0,284,COMPLETED,1234,26.4942,72.9765,2020-05-27,True,v1.0-synthetic
13395299-ba07-4b0e-ad7b-a1a99f79def5,LA-TE-HYD-0183,Telangana,Hyderabad,RAILWAY,357.8,977,COMPLETED,873,17.3235,78.2678,2020-03-23,True,v1.0-synthetic
69adef1b-a554-42c0-b023-af871df97457,LA-JH-RAN-0184,Jharkhand,Ranchi,POWER,259.5,936,COMPLETED,957,23.1243,85.3151,2022-02-08,True,v1.0-synthetic
7dc5d491-ff6f-4b9f-90e2-1ae11a424b21,LA-UT-LUC-0185,Uttar Pradesh,Lucknow,POWER,223.5,473,COMPLETED,939,27.133,80.7188,2022-06-21,True,v1.0-synthetic
a4033ae9-8693-4b38-b787-8c741a1acc5d,LA-TA-CHE-0186,Tamil Nadu,Chennai,IRRIGATION,491.9,412,CANCELLED,351,12.8244,80.3721,2022-12-18,True,v1.0-synthetic
fcfe0dd0-fedc-4c7d-b1f0-7bf2a7d9f812,LA-KA-MYS-0187,Karnataka,Mysuru,DEFENSE,123.0,1170,COMPLETED,813,12.5164,76.5548,2022-10-03,True,v1.0-synthetic
d8be9c1f-a11f-4540-a789-b8800324902b,LA-MA-THA-0188,Maharashtra,Thane,RAILWAY,197.2,1850,COMPLETED,1386,19.1563,72.6847,2021-03-16,True,v1.0-synthetic
f14123b4-163c-41de-b0ac-51918ee88f5f,LA-MA-PUN-0189,Maharashtra,Pune,HIGHWAY,44.6,1365,COMPLETED,1072,18.2368,73.605,2021-07-12,True,v1.0-synthetic
82ca1150-c5e6-4e05-9723-6333e01eef9b,LA-MA-NAS-0190,Maharashtra,Nashik,INDUSTRIAL,69.0,685,COMPLETED,1074,19.993,73.8545,2020-04-05,True,v1.0-synthetic
7d4615b3-0eea-4b1f-bbbb-a31b70a583aa,LA-KE-KOC-0191,Kerala,Kochi,MINING,465.4,1849,COMPLETED,1144,9.8307,76.424,2023-04-04,True,v1.0-synthetic
6a317ef6-2d70-4b23-b5cc-78e738b8e7ed,LA-RA-JAI-0192,Rajasthan,Jaipur,HIGHWAY,52.4,828,COMPLETED,1007,27.0851,75.6697,2021-12-22,True,v1.0-synthetic
ef9cb033-c3da-423e-a9db-e83aa9f2efa9,LA-MA-BHO-0193,Madhya Pradesh,Bhopal,HIGHWAY,206.4,1435,COMPLETED,998,23.2435,77.2653,2021-02-11,True,v1.0-synthetic
5521e5e8-2dcc-473c-85ea-0675ccb31bcb,LA-KA-BEN-0194,Karnataka,Bengaluru Urban,RAILWAY,401.0,1950,COMPLETED,1260,13.2521,77.6176,2021-05-12,True,v1.0-synthetic
7ae793e6-30ae-4f61-b586-b302ac302981,LA-TE-HYD-0195,Telangana,Hyderabad,MINING,423.4,346,CANCELLED,154,17.5848,78.7817,2022-12-18,True,v1.0-synthetic
9b3e6602-1511-4af5-a69d-a36b061af863,LA-MA-PUN-0196,Maharashtra,Pune,OTHER,375.3,910,COMPLETED,973,18.5899,73.7575,2022-10-11,True,v1.0-synthetic
ae989f9b-68b4-439d-afb4-bcafc3839927,LA-BI-PAT-0197,Bihar,Patna,DEFENSE,19.0,332,COMPLETED,1041,25.9098,84.9786,2021-07-05,True,v1.0-synthetic
d9f36fd1-1222-44eb-9062-f5ac95de9b72,LA-UT-NOI-0198,Uttar Pradesh,Noida,RAILWAY,336.9,120,COMPLETED,901,28.485,77.474,2023-04-09,True,v1.0-synthetic
a6faa656-2a16-4592-ae4c-705683830b62,LA-TE-WAR-0199,Telangana,Warangal,INDUSTRIAL,209.8,1774,COMPLETED,985,17.8806,79.7602,2022-08-05,True,v1.0-synthetic
18ca90f1-186b-40a7-b503-1f2194c850ce,LA-BI-PAT-0200,Bihar,Patna,INDUSTRIAL,187.6,802,COMPLETED,839,25.5584,85.4189,2022-04-22,True,v1.0-synthetic
